tipo_instancias,rangos,palos,tipo_mano,razonador,archivo,es_timeout,es_error,error_msg,carga_ms,init_ms,precomp_ms,total_ms,mem_pico_mb,clases_jerarquia,total_inferencias,consistente,inst_CartaAlta,inst_Par,inst_DoblePar,inst_Trio,inst_Escalera,inst_Color,inst_Full,inst_Poker,inst_EscaleraColor,inst_EscaleraReal,total_s
instancias_divididas,19,12,Par,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_12p\baraja_19r_12p_par_benchmark_20260708_203929.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,12,Poker,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_12p\baraja_19r_12p_poker_benchmark_20260708_211118.csv,False,False,,196.0,242.0,128414.0,128656.0,1253.0,46.0,16.0,True,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,128.656
instancias_divididas,19,12,Poker,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_12p\baraja_19r_12p_poker_benchmark_20260708_211118.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,12,Poker,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_12p\baraja_19r_12p_poker_benchmark_20260708_211118.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,12,Trio,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_12p\baraja_19r_12p_trio_benchmark_20260708_205023.csv,False,False,,186.0,256.0,35738.0,35994.0,903.0,46.0,12.0,True,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,35.994
instancias_divididas,19,12,Trio,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_12p\baraja_19r_12p_trio_benchmark_20260708_205023.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,12,Trio,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_12p\baraja_19r_12p_trio_benchmark_20260708_205023.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,16,CartaAlta,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_carta_alta_benchmark_20260708_194004.csv,False,False,,214.0,342.0,15143.0,15485.0,583.0,50.0,4.0,True,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.485
instancias_divididas,19,16,CartaAlta,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_carta_alta_benchmark_20260708_194004.csv,False,False,,90.0,75.0,144448.0,144523.0,14735.0,50.0,4.0,True,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.523
instancias_divididas,19,16,CartaAlta,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_carta_alta_benchmark_20260708_194004.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,16,Color,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_color_benchmark_20260708_200122.csv,False,False,,237.0,280.0,52056.0,52336.0,1240.0,50.0,8.0,True,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,52.336
instancias_divididas,19,16,Color,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_color_benchmark_20260708_200122.csv,False,False,,127.0,92.0,219559.0,219651.0,14739.0,50.0,8.0,True,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,219.651
instancias_divididas,19,16,Color,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_color_benchmark_20260708_200122.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,16,DoblePar,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_doble_par_benchmark_20260708_194316.csv,False,False,,241.0,301.0,14575.0,14876.0,631.0,50.0,12.0,True,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.876
instancias_divididas,19,16,DoblePar,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_doble_par_benchmark_20260708_194316.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,16,DoblePar,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_doble_par_benchmark_20260708_194316.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,16,Escalera,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_escalera_benchmark_20260708_195942.csv,False,False,,234.0,272.0,21735.0,22007.0,1241.0,50.0,8.0,True,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,22.007
instancias_divididas,19,16,Escalera,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_escalera_benchmark_20260708_195942.csv,False,False,,126.0,74.0,45586.0,45660.0,14736.0,50.0,8.0,True,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,45.66
instancias_divididas,19,16,Escalera,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_escalera_benchmark_20260708_195942.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,16,EscaleraColor,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_escalera_color_benchmark_20260708_201823.csv,False,False,,195.0,343.0,106594.0,106937.0,1261.0,50.0,16.0,True,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,106.937
instancias_divididas,19,16,EscaleraColor,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_escalera_color_benchmark_20260708_201823.csv,False,False,,89.0,117.0,80408.0,80525.0,14736.0,50.0,16.0,True,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,80.525
instancias_divididas,19,16,EscaleraColor,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_escalera_color_benchmark_20260708_201823.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,16,EscaleraReal,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_escalera_real_benchmark_20260708_202203.csv,False,False,,224.0,293.0,21893.0,22186.0,871.0,50.0,20.0,True,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,22.186
instancias_divididas,19,16,EscaleraReal,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_escalera_real_benchmark_20260708_202203.csv,False,False,,129.0,112.0,83405.0,83517.0,14735.0,50.0,20.0,True,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,83.517
instancias_divididas,19,16,EscaleraReal,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_escalera_real_benchmark_20260708_202203.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,16,Full,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_full_benchmark_20260708_200626.csv,False,False,,224.0,324.0,39578.0,39902.0,1031.0,50.0,20.0,True,4.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,39.902
instancias_divididas,19,16,Full,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_full_benchmark_20260708_200626.csv,False,False,,90.0,99.0,299735.0,299834.0,14740.0,50.0,20.0,True,4.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,299.834
instancias_divididas,19,16,Full,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_full_benchmark_20260708_200626.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,16,Par,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_par_benchmark_20260708_195404.csv,False,False,,217.0,336.0,48900.0,49236.0,871.0,50.0,8.0,True,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.236
instancias_divididas,19,16,Par,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_par_benchmark_20260708_195404.csv,False,False,,126.0,91.0,163589.0,163680.0,14735.0,50.0,8.0,True,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.68
instancias_divididas,19,16,Par,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_par_benchmark_20260708_195404.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,16,Poker,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_poker_benchmark_20260708_201238.csv,False,False,,206.0,323.0,229731.0,230054.0,2480.0,50.0,16.0,True,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,230.054
instancias_divididas,19,16,Poker,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_poker_benchmark_20260708_201238.csv,False,False,,116.0,91.0,82681.0,82772.0,14736.0,50.0,16.0,True,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,82.772
instancias_divididas,19,16,Poker,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_poker_benchmark_20260708_201238.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,16,Trio,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_trio_benchmark_20260708_195809.csv,False,False,,258.0,300.0,37263.0,37563.0,1015.0,50.0,12.0,True,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,37.563
instancias_divididas,19,16,Trio,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_trio_benchmark_20260708_195809.csv,False,False,,124.0,84.0,22372.0,22456.0,14735.0,50.0,12.0,True,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,22.456
instancias_divididas,19,16,Trio,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_16p\baraja_19r_16p_trio_benchmark_20260708_195809.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,4,CartaAlta,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_carta_alta_benchmark_20260709_141105.csv,False,False,,141.0,192.0,8313.0,8505.0,342.0,38.0,4.0,True,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.505
instancias_divididas,19,4,CartaAlta,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_carta_alta_benchmark_20260709_141105.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,4,CartaAlta,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_carta_alta_benchmark_20260709_141105.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,4,Color,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_color_benchmark_20260709_144020.csv,False,False,,150.0,238.0,43091.0,43329.0,1014.0,38.0,8.0,True,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,43.329
instancias_divididas,19,4,Color,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_color_benchmark_20260709_144020.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,4,Color,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_color_benchmark_20260709_144020.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,4,DoblePar,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_doble_par_benchmark_20260709_141645.csv,False,False,,209.0,220.0,15865.0,16085.0,438.0,38.0,12.0,True,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.085
instancias_divididas,19,4,DoblePar,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_doble_par_benchmark_20260709_141645.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,4,DoblePar,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_doble_par_benchmark_20260709_141645.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,4,Escalera,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_escalera_benchmark_20260709_143433.csv,False,False,,162.0,235.0,15039.0,15274.0,646.0,38.0,8.0,True,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,15.274
instancias_divididas,19,4,Escalera,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_escalera_benchmark_20260709_143433.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,4,Escalera,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_escalera_benchmark_20260709_143433.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,4,EscaleraColor,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_escalera_color_benchmark_20260709_150027.csv,False,False,,135.0,234.0,71222.0,71456.0,1245.0,38.0,16.0,True,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,71.456
instancias_divididas,19,4,EscaleraColor,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_escalera_color_benchmark_20260709_150027.csv,False,False,,61.0,63.0,44341.0,44404.0,14729.0,38.0,16.0,True,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,44.404
instancias_divididas,19,4,EscaleraColor,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_escalera_color_benchmark_20260709_150027.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,4,EscaleraReal,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_escalera_real_benchmark_20260709_150255.csv,False,False,,142.0,226.0,8007.0,8233.0,326.0,38.0,20.0,True,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,8.233
instancias_divididas,19,4,EscaleraReal,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_escalera_real_benchmark_20260709_150255.csv,False,False,,60.0,62.0,4471.0,4533.0,2233.0,38.0,20.0,True,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,4.533
instancias_divididas,19,4,EscaleraReal,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_escalera_real_benchmark_20260709_150255.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,4,Full,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_full_benchmark_20260709_144636.csv,False,False,,136.0,218.0,45683.0,45901.0,1062.0,38.0,20.0,True,4.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,45.901
instancias_divididas,19,4,Full,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_full_benchmark_20260709_144636.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,4,Full,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_full_benchmark_20260709_144636.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,4,Par,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_par_benchmark_20260709_142233.csv,False,False,,146.0,211.0,13151.0,13362.0,406.0,38.0,8.0,True,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.362
instancias_divididas,19,4,Par,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_par_benchmark_20260709_142233.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,4,Par,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_par_benchmark_20260709_142233.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,4,Poker,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_poker_benchmark_20260709_145253.csv,False,False,,128.0,208.0,121691.0,121899.0,1239.0,38.0,16.0,True,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,121.899
instancias_divididas,19,4,Poker,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_poker_benchmark_20260709_145253.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,4,Poker,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_poker_benchmark_20260709_145253.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,4,Trio,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_trio_benchmark_20260709_142818.csv,False,False,,138.0,190.0,43014.0,43204.0,1014.0,38.0,12.0,True,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,43.204
instancias_divididas,19,4,Trio,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_trio_benchmark_20260709_142818.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,4,Trio,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_4p\baraja_19r_4p_trio_benchmark_20260709_142818.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,8,CartaAlta,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_8p\baraja_19r_8p_carta_alta_benchmark_20260709_131649.csv,False,False,,148.0,220.0,7458.0,7678.0,390.0,42.0,4.0,True,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.678
instancias_divididas,19,8,CartaAlta,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_8p\baraja_19r_8p_carta_alta_benchmark_20260709_131649.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,8,CartaAlta,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_8p\baraja_19r_8p_carta_alta_benchmark_20260709_131649.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,8,Color,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_8p\baraja_19r_8p_color_benchmark_20260709_134126.csv,False,False,,156.0,244.0,62439.0,62683.0,1229.0,42.0,8.0,True,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,62.683
instancias_divididas,19,8,Color,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_8p\baraja_19r_8p_color_benchmark_20260709_134126.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,8,Color,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_8p\baraja_19r_8p_color_benchmark_20260709_134126.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,8,DoblePar,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_8p\baraja_19r_8p_doble_par_benchmark_20260709_132229.csv,False,False,,145.0,293.0,13555.0,13848.0,438.0,42.0,12.0,True,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.848
instancias_divididas,19,8,DoblePar,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_8p\baraja_19r_8p_doble_par_benchmark_20260709_132229.csv,False,False,,72.0,94.0,12924.0,13018.0,8731.0,42.0,12.0,True,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.018
instancias_divididas,19,8,DoblePar,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_8p\baraja_19r_8p_doble_par_benchmark_20260709_132229.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,8,Escalera,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_8p\baraja_19r_8p_escalera_benchmark_20260709_133532.csv,False,False,,166.0,248.0,21772.0,22020.0,950.0,42.0,8.0,True,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,22.02
instancias_divididas,19,8,Escalera,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_8p\baraja_19r_8p_escalera_benchmark_20260709_133532.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,8,Escalera,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_8p\baraja_19r_8p_escalera_benchmark_20260709_133532.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,19,8,EscaleraColor,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_8p\baraja_19r_8p_escalera_color_benchmark_20260709_135922.csv,False,False,,172.0,289.0,54492.0,54781.0,1230.0,42.0,16.0,True,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,54.781
instancias_divididas,19,8,EscaleraColor,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_19_rangos\resultado_baraja_19r_8p\baraja_19r_8p_escalera_color_benchmark_20260709_135922.csv,True,False,,,,,,,,,False,,,,,,,,,,,
