tipo_instancias,rangos,palos,tipo_mano,razonador,archivo,es_timeout,es_error,error_msg,carga_ms,init_ms,precomp_ms,total_ms,mem_pico_mb,clases_jerarquia,total_inferencias,consistente,inst_CartaAlta,inst_Par,inst_DoblePar,inst_Trio,inst_Escalera,inst_Color,inst_Full,inst_Poker,inst_EscaleraColor,inst_EscaleraReal,total_s
instancias_divididas,25,4,EscaleraReal,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_4p\baraja_25r_4p_escalera_real_benchmark_20260709_160711.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,25,4,Full,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_4p\baraja_25r_4p_full_benchmark_20260709_154917.csv,False,False,,154.0,214.0,75755.0,75969.0,1246.0,44.0,20.0,True,4.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,75.969
instancias_divididas,25,4,Full,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_4p\baraja_25r_4p_full_benchmark_20260709_154917.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,25,4,Full,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_4p\baraja_25r_4p_full_benchmark_20260709_154917.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,25,4,Par,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_4p\baraja_25r_4p_par_benchmark_20260709_152828.csv,False,False,,162.0,233.0,32756.0,32989.0,806.0,44.0,8.0,True,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.989
instancias_divididas,25,4,Par,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_4p\baraja_25r_4p_par_benchmark_20260709_152828.csv,False,False,,97.0,106.0,16144.0,16250.0,13962.0,44.0,8.0,True,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25
instancias_divididas,25,4,Par,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_4p\baraja_25r_4p_par_benchmark_20260709_152828.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,25,4,Poker,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_4p\baraja_25r_4p_poker_benchmark_20260709_155605.csv,False,False,,141.0,271.0,136789.0,137060.0,1247.0,44.0,16.0,True,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,137.06
instancias_divididas,25,4,Poker,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_4p\baraja_25r_4p_poker_benchmark_20260709_155605.csv,False,False,,93.0,121.0,35872.0,35993.0,14730.0,44.0,16.0,True,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,35.993
instancias_divididas,25,4,Poker,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_4p\baraja_25r_4p_poker_benchmark_20260709_155605.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,25,4,Trio,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_4p\baraja_25r_4p_trio_benchmark_20260709_152949.csv,False,False,,152.0,225.0,76661.0,76886.0,1232.0,44.0,12.0,True,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,76.886
instancias_divididas,25,4,Trio,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_4p\baraja_25r_4p_trio_benchmark_20260709_152949.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,25,4,Trio,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_4p\baraja_25r_4p_trio_benchmark_20260709_152949.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,25,8,CartaAlta,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_carta_alta_benchmark_20260708_180120.csv,False,False,,168.0,279.0,14788.0,15067.0,663.0,48.0,4.0,True,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.067
instancias_divididas,25,8,CartaAlta,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_carta_alta_benchmark_20260708_180120.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,25,8,CartaAlta,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_carta_alta_benchmark_20260708_180120.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,25,8,Color,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_color_benchmark_20260708_185729.csv,False,False,,179.0,337.0,110530.0,110867.0,1251.0,48.0,8.0,True,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,110.867
instancias_divididas,25,8,Color,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_color_benchmark_20260708_185729.csv,False,False,,77.0,74.0,6344.0,6418.0,3997.0,48.0,8.0,True,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.418
instancias_divididas,25,8,Color,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_color_benchmark_20260708_185729.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,25,8,DoblePar,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_doble_par_benchmark_20260708_181207.csv,False,False,,194.0,297.0,25993.0,26290.0,807.0,48.0,12.0,True,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.29
instancias_divididas,25,8,DoblePar,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_doble_par_benchmark_20260708_181207.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,25,8,DoblePar,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_doble_par_benchmark_20260708_181207.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,25,8,Escalera,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_escalera_benchmark_20260708_184623.csv,False,False,,200.0,308.0,34094.0,34402.0,1232.0,48.0,8.0,True,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,34.402
instancias_divididas,25,8,Escalera,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_escalera_benchmark_20260708_184623.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,25,8,Escalera,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_escalera_benchmark_20260708_184623.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,25,8,EscaleraColor,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_escalera_color_benchmark_20260708_192703.csv,False,False,,193.0,305.0,159893.0,160198.0,1257.0,48.0,16.0,True,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,160.198
instancias_divididas,25,8,EscaleraColor,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_escalera_color_benchmark_20260708_192703.csv,False,False,,77.0,91.0,195133.0,195224.0,14733.0,48.0,16.0,True,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,195.224
instancias_divididas,25,8,EscaleraColor,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_escalera_color_benchmark_20260708_192703.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,25,8,EscaleraReal,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_escalera_real_benchmark_20260708_193331.csv,False,False,,179.0,283.0,13585.0,13868.0,551.0,48.0,20.0,True,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,13.868
instancias_divididas,25,8,EscaleraReal,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_escalera_real_benchmark_20260708_193331.csv,False,False,,101.0,90.0,302781.0,302871.0,14736.0,48.0,20.0,True,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,302.871
instancias_divididas,25,8,EscaleraReal,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_escalera_real_benchmark_20260708_193331.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,25,8,Full,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_full_benchmark_20260708_185958.csv,False,False,,197.0,281.0,54258.0,54539.0,1235.0,48.0,20.0,True,4.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,54.539
instancias_divididas,25,8,Full,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_full_benchmark_20260708_185958.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,25,8,Full,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_full_benchmark_20260708_185958.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,25,8,Par,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_par_benchmark_20260708_182306.csv,False,False,,200.0,263.0,34419.0,34682.0,807.0,48.0,8.0,True,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.682
instancias_divididas,25,8,Par,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_par_benchmark_20260708_182306.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,25,8,Par,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_par_benchmark_20260708_182306.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,25,8,Poker,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_poker_benchmark_20260708_191125.csv,False,False,,179.0,254.0,306159.0,306413.0,3512.0,48.0,16.0,True,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,306.413
instancias_divididas,25,8,Poker,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_poker_benchmark_20260708_191125.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,25,8,Poker,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_poker_benchmark_20260708_191125.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,25,8,Trio,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_trio_benchmark_20260708_183413.csv,False,False,,171.0,253.0,97836.0,98089.0,1242.0,48.0,12.0,True,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,98.089
instancias_divididas,25,8,Trio,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_trio_benchmark_20260708_183413.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,25,8,Trio,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_25_rangos\resultado_baraja_25r_8p\baraja_25r_8p_trio_benchmark_20260708_183413.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,31,12,CartaAlta,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_carta_alta_benchmark_20260708_125540.csv,False,False,,314.0,275.0,20998.0,21273.0,903.0,58.0,4.0,True,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.273
instancias_divididas,31,12,CartaAlta,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_carta_alta_benchmark_20260708_125540.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,31,12,CartaAlta,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_carta_alta_benchmark_20260708_125540.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,31,12,Color,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_color_benchmark_20260708_131426.csv,False,False,,263.0,304.0,92424.0,92728.0,1267.0,58.0,8.0,True,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,92.728
instancias_divididas,31,12,Color,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_color_benchmark_20260708_131426.csv,False,False,,100.0,99.0,10684.0,10783.0,6897.0,58.0,8.0,True,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.783
instancias_divididas,31,12,Color,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_color_benchmark_20260708_131426.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,31,12,DoblePar,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_doble_par_benchmark_20260708_130633.csv,False,False,,264.0,346.0,28783.0,29129.0,999.0,58.0,12.0,True,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.129
instancias_divididas,31,12,DoblePar,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_doble_par_benchmark_20260708_130633.csv,False,False,,119.0,151.0,28496.0,28647.0,14738.0,58.0,12.0,True,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.647
instancias_divididas,31,12,DoblePar,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_doble_par_benchmark_20260708_130633.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,31,12,Escalera,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_escalera_benchmark_20260708_131256.csv,False,False,,283.0,298.0,33812.0,34110.0,1253.0,58.0,8.0,True,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,34.11
instancias_divididas,31,12,Escalera,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_escalera_benchmark_20260708_131256.csv,False,False,,145.0,133.0,23445.0,23578.0,14739.0,58.0,8.0,True,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,23.578
instancias_divididas,31,12,Escalera,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_escalera_benchmark_20260708_131256.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,31,12,EscaleraColor,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_escalera_color_benchmark_20260708_132720.csv,False,False,,287.0,310.0,200583.0,200893.0,1333.0,58.0,16.0,True,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,200.893
instancias_divididas,31,12,EscaleraColor,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_escalera_color_benchmark_20260708_132720.csv,False,False,,143.0,102.0,46956.0,47058.0,14754.0,58.0,16.0,True,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,47.058
instancias_divididas,31,12,EscaleraColor,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_escalera_color_benchmark_20260708_132720.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,31,12,EscaleraReal,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_escalera_real_benchmark_20260708_133201.csv,False,False,,244.0,336.0,18875.0,19211.0,871.0,58.0,20.0,True,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,19.211
instancias_divididas,31,12,EscaleraReal,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_escalera_real_benchmark_20260708_133201.csv,False,False,,120.0,147.0,9568.0,9715.0,4562.0,58.0,20.0,True,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,9.715
instancias_divididas,31,12,EscaleraReal,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_escalera_real_benchmark_20260708_133201.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,31,12,Full,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_full_benchmark_20260708_131642.csv,False,False,,253.0,382.0,108638.0,109020.0,1267.0,58.0,20.0,True,4.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,109.02
instancias_divididas,31,12,Full,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_full_benchmark_20260708_131642.csv,False,False,,110.0,105.0,50859.0,50964.0,14739.0,58.0,20.0,True,4.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,50.964
instancias_divididas,31,12,Full,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_full_benchmark_20260708_131642.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,31,12,Par,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_par_benchmark_20260708_130804.csv,False,False,,274.0,362.0,52687.0,53049.0,1248.0,58.0,8.0,True,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.049
instancias_divididas,31,12,Par,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_par_benchmark_20260708_130804.csv,False,False,,96.0,129.0,47202.0,47331.0,14738.0,58.0,8.0,True,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.331
instancias_divididas,31,12,Par,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_par_benchmark_20260708_130804.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,31,12,Poker,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_poker_benchmark_20260708_131954.csv,False,False,,254.0,301.0,348728.0,349029.0,4489.0,58.0,16.0,True,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,349.029
instancias_divididas,31,12,Poker,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_poker_benchmark_20260708_131954.csv,False,False,,96.0,142.0,64991.0,65133.0,14757.0,58.0,16.0,True,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,65.133
instancias_divididas,31,12,Poker,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_poker_benchmark_20260708_131954.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,31,12,Trio,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_trio_benchmark_20260708_131017.csv,False,False,,285.0,289.0,67958.0,68247.0,1248.0,58.0,12.0,True,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,68.247
instancias_divididas,31,12,Trio,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_trio_benchmark_20260708_131017.csv,False,False,,137.0,150.0,57787.0,57937.0,14738.0,58.0,12.0,True,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,57.937
instancias_divididas,31,12,Trio,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_12p\baraja_31r_12p_trio_benchmark_20260708_131017.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,31,16,CartaAlta,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_16p\baraja_31r_16p_carta_alta_benchmark_20260708_023713.csv,False,False,,281.0,466.0,20334.0,20800.0,1096.0,62.0,4.0,True,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8
instancias_divididas,31,16,CartaAlta,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_16p\baraja_31r_16p_carta_alta_benchmark_20260708_023713.csv,False,False,,117.0,152.0,35662.0,35814.0,14743.0,62.0,4.0,True,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.814
instancias_divididas,31,16,CartaAlta,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_16p\baraja_31r_16p_carta_alta_benchmark_20260708_023713.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,31,16,Color,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_16p\baraja_31r_16p_color_benchmark_20260708_024841.csv,False,False,,286.0,367.0,117002.0,117369.0,1269.0,62.0,8.0,True,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,117.369
instancias_divididas,31,16,Color,JFact (FaCT++),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_16p\baraja_31r_16p_color_benchmark_20260708_024841.csv,False,False,,173.0,196.0,13071.0,13267.0,10088.0,62.0,8.0,True,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,13.267
instancias_divididas,31,16,Color,Openllet (Pellet),C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_16p\baraja_31r_16p_color_benchmark_20260708_024841.csv,True,False,,,,,,,,,False,,,,,,,,,,,
instancias_divididas,31,16,DoblePar,HermiT,C:\Users\guill\OneDrive\Desktop\poker-ontology\resultados\instancias_divididas\barajas_31_rangos\resultado_baraja_31r_16p\baraja_31r_16p_doble_par_benchmark_20260708_023842.csv,False,False,,257.0,496.0,34944.0,35440.0,1247.0,62.0,12.0,True,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.44
